age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference,age_group,income_band,total_spend,online_spend_ratio,digital_score
45,227758,7.7,5,2.6,6,1,37,8,3164,71786,6,1,6,5,9,2,4,5,10,9,8,Male,Tier 2,Store,36-50,High,74950,0.042,22.4
79,244822,6.3,7,3.9,6,2,8,6,61309,24349,10,0,2,1,3,7,4,8,10,2,6,Other,Tier 3,Store,51+,High,85658,0.716,20.6
75,244484,7.2,5,4.0,1,8,45,17,59823,41757,3,6,6,1,4,7,6,2,6,1,9,Female,Tier 2,Store,51+,High,101580,0.589,23.4
63,207828,6.0,9,2.9,6,4,16,7,26784,73614,4,0,2,5,5,1,6,5,10,3,3,Female,Tier 3,Store,51+,High,100398,0.267,22.0
19,214847,3.5,4,2.3,2,10,6,14,21805,64135,1,0,7,10,1,6,10,10,10,2,10,Male,Tier 2,Store,18-25,High,85940,0.254,19.0
77,184771,6.8,13,1.8,10,2,7,13,8076,42161,1,1,7,7,4,9,6,6,3,10,5,Male,Tier 1,Store,51+,High,50237,0.161,25.6
71,182893,7.7,9,1.0,5,4,36,5,74774,93214,7,0,2,3,4,3,1,10,2,10,6,Female,Tier 3,Store,51+,High,167988,0.445,24.4
60,45615,5.0,12,4.7,7,7,11,13,14410,140324,4,9,2,6,5,5,8,6,10,2,10,Other,Tier 3,Store,51+,Low,154734,0.093,24.0
18,28746,7.3,8,2.6,10,2,27,3,127710,139714,2,7,4,9,10,1,10,6,5,1,2,Male,Tier 1,Store,18-25,Low,267424,0.478,26.6
68,232529,6.6,14,2.2,1,6,1,15,46101,55118,8,4,7,5,9,5,5,10,9,8,5,Other,Tier 3,Store,51+,High,101219,0.455,20.2
70,168817,6.9,13,2.2,5,1,47,13,146043,51327,7,3,1,8,6,7,6,4,3,2,10,Female,Tier 1,Store,51+,High,197370,0.74,19.8
53,16245,4.3,1,2.4,9,3,27,16,76981,2587,10,2,5,6,5,2,10,8,8,4,6,Other,Tier 1,Hybrid,51+,Low,79568,0.967,20.6
68,132408,8.6,13,1.9,3,9,24,15,31308,136559,2,0,5,3,6,3,4,8,1,2,1,Male,Tier 3,Store,51+,Medium,167867,0.187,29.2
43,127143,6.6,4,1.8,2,5,26,1,136224,17391,7,3,4,6,7,6,10,10,8,7,9,Female,Tier 1,Store,36-50,Medium,153615,0.887,20.2
46,170925,7.7,7,0.7,10,8,34,0,59728,16311,7,3,6,9,6,7,6,2,4,10,4,Male,Tier 1,Online,36-50,High,76039,0.785,33.4
38,42632,5.2,1,2.6,2,1,14,14,17130,81119,3,2,6,4,3,7,4,2,5,1,2,Male,Tier 2,Store,36-50,Low,98249,0.174,13.4
28,27856,8.0,12,4.2,3,4,48,8,91119,84688,9,5,6,1,8,4,1,9,2,4,5,Male,Tier 2,Store,26-35,Low,175807,0.518,23.0
57,202965,5.2,8,1.6,1,3,47,12,37505,104319,5,3,5,9,9,2,8,3,10,6,8,Female,Tier 2,Store,51+,High,141824,0.264,14.4
28,216713,4.2,14,3.2,2,10,34,16,26334,93540,8,7,1,8,7,5,6,5,9,7,7,Male,Tier 2,Store,26-35,High,119874,0.22,20.4
53,247298,9.5,11,3.2,6,9,46,2,145125,18185,8,9,2,5,10,6,4,6,5,9,9,Male,Tier 1,Online,51+,High,163310,0.889,34.0
66,83049,1.3,2,3.0,8,7,32,5,91878,104293,1,0,6,8,7,8,4,9,1,2,5,Male,Tier 1,Store,51+,Medium,196171,0.468,17.6
76,73182,12.0,8,4.9,4,3,43,8,55462,100411,5,9,4,9,1,7,9,10,8,5,1,Male,Tier 2,Store,51+,Medium,155873,0.356,31.0
56,148873,7.4,11,3.3,2,1,41,8,125302,43899,5,1,7,3,8,2,7,7,3,6,6,Other,Tier 1,Store,51+,Medium,169201,0.741,17.8
57,243953,5.4,13,2.6,5,5,22,19,102055,40013,3,8,2,1,5,7,9,9,5,9,1,Other,Tier 3,Store,51+,High,142068,0.718,20.8
52,225503,6.7,4,2.9,3,10,26,16,81446,18991,5,4,3,10,9,7,10,9,8,1,5,Other,Tier 2,Store,51+,High,100437,0.811,26.4
71,185821,7.4,8,3.6,5,3,37,8,79011,148695,1,1,1,6,3,5,8,10,5,4,7,Other,Tier 3,Store,51+,High,227706,0.347,22.8
51,219829,5.3,1,4.8,3,2,7,1,141469,115730,10,9,2,2,2,5,10,10,1,5,8,Male,Tier 1,Store,51+,High,257199,0.55,15.6
72,70654,10.1,12,2.2,4,3,37,14,28574,119746,10,9,4,8,3,2,2,9,6,6,10,Female,Tier 2,Store,51+,Medium,148320,0.193,27.2
64,217646,9.0,5,2.7,5,5,3,9,138454,96901,1,6,1,1,2,6,4,3,4,4,7,Male,Tier 3,Store,51+,High,235355,0.588,28.0
41,243639,11.5,9,6.0,7,5,47,9,23032,38697,10,0,1,5,5,1,7,3,8,9,1,Male,Tier 2,Store,36-50,High,61729,0.373,35.0
71,70381,3.6,7,2.4,2,10,4,3,74694,116379,1,3,2,4,3,7,3,10,3,9,3,Female,Tier 2,Store,51+,Medium,191073,0.391,19.2
39,73601,6.4,3,2.4,6,8,15,6,107954,21926,6,8,3,9,8,10,3,6,10,8,1,Other,Tier 2,Online,36-50,Medium,129880,0.831,26.8
22,161154,3.2,4,1.4,6,4,17,1,43248,82621,6,5,7,6,3,5,6,3,9,7,7,Other,Tier 3,Store,18-25,High,125869,0.344,16.4
73,160720,3.8,10,2.6,6,2,44,8,16022,56277,10,1,1,2,10,8,7,3,9,2,8,Other,Tier 2,Store,51+,High,72299,0.222,15.6
50,15364,5.3,7,2.4,7,8,44,4,80230,143511,1,7,1,2,9,10,7,9,9,5,1,Other,Tier 2,Store,36-50,Low,223741,0.359,25.6
75,180640,5.4,14,3.0,3,8,17,9,55787,45561,1,1,5,5,7,4,3,5,8,3,7,Male,Tier 3,Store,51+,High,101348,0.55,21.8
53,225718,6.7,6,2.9,5,10,7,8,35668,40483,5,7,4,2,2,5,4,2,5,3,10,Female,Tier 3,Store,51+,High,76151,0.468,28.4
64,217566,5.8,13,0.0,9,8,28,7,121250,22090,2,1,2,9,6,4,7,6,4,1,6,Male,Tier 2,Online,51+,High,143340,0.846,28.6
37,220704,7.6,13,0.8,9,1,20,2,63390,32682,3,7,3,4,7,9,3,9,9,10,9,Male,Tier 1,Store,36-50,High,96072,0.66,25.2
36,22436,6.6,4,2.3,7,9,38,18,48407,19274,7,1,2,8,7,10,3,3,3,9,10,Male,Tier 2,Online,36-50,Low,67681,0.715,29.2
52,101713,9.3,3,1.9,9,4,26,17,24932,1340,3,2,7,3,4,3,9,7,9,4,6,Male,Tier 3,Online,51+,Medium,26272,0.949,31.6
69,172826,7.7,11,1.2,3,4,46,13,128004,95961,1,6,7,5,6,1,9,10,4,9,10,Male,Tier 2,Store,51+,High,223965,0.572,22.4
60,75194,3.6,2,0.1,7,8,1,10,100714,99992,1,3,7,8,7,5,9,1,1,9,9,Other,Tier 3,Store,51+,Medium,200706,0.502,22.2
34,39544,5.7,10,4.6,1,8,3,1,42686,88465,5,2,5,3,6,5,4,3,8,10,2,Other,Tier 2,Store,26-35,Low,131151,0.325,20.4
79,206252,5.8,12,4.6,7,6,47,1,132759,80176,9,6,1,8,3,9,8,9,6,4,5,Other,Tier 2,Store,51+,High,212935,0.623,24.6
76,78295,6.9,9,3.5,3,4,11,14,58392,74531,3,9,7,8,8,1,3,9,1,4,10,Male,Tier 2,Store,51+,Medium,132923,0.439,20.8
62,158710,8.2,3,1.7,3,3,15,17,76434,149059,5,6,1,6,6,9,5,6,1,5,10,Male,Tier 1,Store,51+,High,225493,0.339,22.4
60,211787,6.6,7,4.4,7,5,24,15,98702,91655,6,9,6,10,10,5,10,10,9,4,10,Male,Tier 1,Store,51+,High,190357,0.519,25.2
51,84409,7.2,1,1.6,8,8,22,1,3611,90685,7,8,5,6,5,2,4,10,7,6,7,Other,Tier 1,Store,51+,Medium,94296,0.038,30.4
26,229178,3.7,8,3.1,4,7,16,12,50151,81638,4,4,2,2,2,10,8,9,8,5,2,Other,Tier 3,Store,26-35,High,131789,0.381,18.4
43,141839,5.1,1,1.5,1,8,41,19,34956,121103,7,8,7,5,2,1,4,4,6,3,9,Male,Tier 2,Store,36-50,Medium,156059,0.224,19.2
19,128759,2.2,12,2.5,5,1,46,6,77905,104288,3,8,6,7,1,6,9,6,5,4,4,Male,Tier 2,Store,18-25,Medium,182193,0.428,10.4
70,32157,6.9,2,3.1,10,4,45,8,16509,131579,4,4,6,5,5,1,6,7,4,9,4,Other,Tier 2,Store,51+,Low,148088,0.111,27.8
26,191637,7.7,1,0.6,4,9,0,18,115547,143488,7,7,1,2,4,3,1,5,6,5,5,Female,Tier 3,Store,26-35,High,259035,0.446,28.4
26,216068,3.4,4,2.0,9,6,20,1,128514,83676,3,1,1,9,5,9,1,4,6,8,5,Male,Tier 1,Store,26-35,High,212190,0.606,21.8
57,80888,6.3,2,2.8,3,10,35,0,26989,19858,8,5,6,9,6,6,2,7,3,2,6,Female,Tier 3,Online,51+,Medium,46847,0.576,25.6
34,202167,5.8,1,0.9,4,8,1,7,53890,51458,10,1,3,2,4,10,5,8,1,1,4,Other,Tier 3,Store,26-35,High,105348,0.512,23.6
18,79947,9.4,1,1.3,10,8,22,18,84226,92994,7,0,7,3,10,10,7,2,8,3,3,Female,Tier 3,Store,18-25,Medium,177220,0.475,36.8
42,233194,4.2,2,2.8,3,5,39,8,4074,37873,5,8,5,10,6,6,1,1,2,1,6,Female,Tier 1,Store,36-50,High,41947,0.097,16.4
78,85880,7.8,6,1.8,3,8,1,0,83028,52759,2,3,7,1,3,2,1,7,8,5,10,Female,Tier 2,Store,51+,Medium,135787,0.611,26.6
60,19507,8.3,2,0.9,7,4,42,16,113574,85331,7,1,4,7,5,9,2,10,7,8,5,Other,Tier 1,Store,51+,Low,198905,0.571,27.6
57,118134,5.6,13,2.5,5,6,9,19,72192,67314,2,9,1,5,5,4,5,7,3,10,9,Male,Tier 3,Store,51+,Medium,139506,0.517,22.2
59,58988,6.6,13,3.1,5,7,42,16,84012,68876,2,8,3,8,2,9,3,5,3,1,5,Female,Tier 2,Store,51+,Medium,152888,0.55,25.2
42,113421,8.2,12,5.4,4,6,8,6,70825,50761,4,9,4,1,7,4,6,5,3,5,5,Other,Tier 1,Store,36-50,Medium,121586,0.583,26.4
56,162937,3.8,12,2.6,10,6,28,2,100635,108956,10,3,4,9,1,4,5,6,10,5,5,Male,Tier 1,Store,51+,High,209591,0.48,23.6
52,117591,5.1,11,2.5,8,8,25,15,142935,40295,9,8,7,3,5,6,2,10,2,9,1,Other,Tier 3,Store,51+,Medium,183230,0.78,26.2
20,144614,6.4,13,2.1,1,5,35,1,122280,43164,4,3,1,1,10,7,5,5,10,2,4,Male,Tier 3,Store,18-25,Medium,165444,0.739,18.8
67,42213,10.1,2,4.0,9,8,28,4,45857,37943,8,2,4,6,4,6,6,7,6,7,1,Female,Tier 3,Store,51+,Low,83800,0.547,37.2
54,202026,5.2,8,2.9,9,9,3,4,109865,100805,6,6,4,9,4,1,4,1,5,6,9,Female,Tier 3,Store,51+,High,210670,0.522,28.4
61,72450,5.5,5,3.6,5,4,20,8,52199,49819,7,7,2,1,2,8,3,5,9,7,1,Other,Tier 2,Store,51+,Medium,102018,0.512,20.0
61,150549,9.1,14,2.8,1,3,32,14,114623,3976,2,4,1,7,2,1,1,3,1,5,6,Female,Tier 1,Online,51+,High,118599,0.966,22.2
68,77222,7.3,8,3.7,2,5,30,15,51037,29522,2,9,1,3,6,7,6,4,4,1,2,Female,Tier 1,Store,51+,Medium,80559,0.634,21.6
47,152605,10.4,12,3.0,2,10,27,17,124599,125269,6,4,7,4,5,2,6,8,9,2,5,Female,Tier 1,Store,36-50,High,249868,0.499,32.8
55,195467,8.2,14,0.7,6,10,35,18,45703,77133,3,0,2,4,6,7,1,1,6,6,7,Female,Tier 1,Store,51+,High,122836,0.372,32.4
51,169468,5.7,12,2.1,10,5,32,5,123472,11084,6,9,5,1,7,3,2,3,4,2,8,Female,Tier 2,Online,51+,High,134556,0.918,26.4
29,27755,5.4,14,2.2,9,7,3,16,20428,2607,4,4,7,7,7,4,2,10,4,9,6,Other,Tier 1,Hybrid,26-35,Low,23035,0.887,26.8
36,146937,4.4,8,3.1,3,3,3,13,18313,15194,4,4,5,6,1,6,6,10,8,8,8,Female,Tier 3,Store,36-50,Medium,33507,0.547,14.8
54,157245,3.4,12,2.7,8,10,32,15,54587,19695,8,0,6,2,9,5,1,4,9,8,8,Other,Tier 2,Online,51+,High,74282,0.735,24.8
61,204977,6.7,2,4.2,2,9,13,1,102555,143823,9,8,3,3,8,2,9,9,3,4,7,Female,Tier 3,Store,51+,High,246378,0.416,24.4
76,184169,7.3,14,3.0,5,6,47,17,148898,28085,10,3,7,2,8,2,9,4,1,2,8,Male,Tier 3,Store,51+,High,176983,0.841,25.6
76,48371,7.5,7,3.1,4,10,8,17,82877,140214,7,1,1,7,4,1,3,9,4,6,8,Other,Tier 2,Store,51+,Low,223091,0.371,29.0
66,157326,5.8,9,1.2,5,9,23,2,110435,136336,9,7,4,4,1,3,9,4,4,1,7,Male,Tier 3,Store,51+,High,246771,0.448,25.6
78,150090,9.9,12,2.7,4,1,24,13,30637,128399,1,0,6,7,6,2,9,8,5,5,6,Other,Tier 2,Store,51+,High,159036,0.193,24.8
34,20192,3.3,8,2.2,1,2,6,17,61127,113071,6,1,1,5,7,4,7,5,3,1,7,Female,Tier 1,Store,26-35,Low,174198,0.351,9.6
27,17015,3.1,13,0.0,1,10,45,18,122869,116825,10,2,4,5,9,5,5,7,4,6,9,Female,Tier 3,Store,26-35,Low,239694,0.513,17.2
74,123154,4.4,9,0.8,6,2,27,2,108304,31822,4,2,1,10,2,4,1,6,7,10,6,Other,Tier 1,Store,51+,Medium,140126,0.773,16.8
72,214988,6.0,13,3.4,8,8,4,6,75399,77050,2,4,6,1,5,1,3,5,4,9,3,Other,Tier 2,Store,51+,High,152449,0.495,28.0
66,43343,3.8,8,3.3,7,4,45,2,125894,59272,10,2,5,2,4,2,2,3,10,9,6,Female,Tier 3,Store,51+,Low,185166,0.68,18.6
64,84306,8.7,4,1.7,4,7,12,5,9068,103105,2,2,3,1,5,3,8,3,8,2,10,Female,Tier 2,Store,51+,Medium,112173,0.081,28.4
29,20829,4.5,10,1.8,5,4,1,11,87033,12903,6,0,5,4,10,7,5,4,5,3,8,Male,Tier 1,Store,26-35,Low,99936,0.871,18.0
79,49381,4.2,7,1.0,8,4,19,15,8443,117279,4,7,6,1,5,5,8,1,9,9,1,Male,Tier 3,Store,51+,Low,125722,0.067,20.4
33,126451,8.1,9,3.8,6,8,11,19,135353,108234,5,4,4,2,4,2,2,5,8,1,7,Male,Tier 2,Store,26-35,Medium,243587,0.556,30.2
41,227153,6.4,9,1.4,8,10,26,4,40042,94247,10,7,6,7,5,10,2,3,10,1,3,Other,Tier 1,Store,36-50,High,134289,0.298,30.8
36,33263,7.6,4,1.8,6,4,6,10,101718,109654,9,0,3,5,3,7,10,9,10,4,7,Male,Tier 3,Store,36-50,Low,211372,0.481,25.2
25,249748,5.9,7,3.8,8,3,33,12,52905,81617,8,8,7,3,6,3,3,8,10,2,5,Other,Tier 2,Store,18-25,High,134522,0.393,22.8
48,199332,6.5,6,3.8,4,10,20,11,26774,79328,4,0,1,9,7,7,3,3,1,10,2,Other,Tier 2,Store,36-50,High,106102,0.252,27.0
38,189378,3.1,12,2.3,10,9,17,15,117601,94602,2,2,5,10,10,6,5,4,9,7,8,Female,Tier 1,Store,36-50,High,212203,0.554,25.2
34,237283,5.7,12,2.5,2,3,9,14,103200,120376,2,7,7,2,10,6,10,5,6,9,8,Female,Tier 3,Store,26-35,High,223576,0.462,16.4
40,73418,3.9,3,3.1,3,5,37,6,62632,77425,3,0,4,1,9,2,9,8,4,1,8,Male,Tier 1,Store,36-50,Medium,140057,0.447,15.8
54,236970,9.9,10,2.0,5,1,38,4,73513,7791,7,6,7,5,7,3,6,8,10,1,2,Other,Tier 2,Online,51+,High,81304,0.904,25.8
71,15148,8.6,6,2.4,4,9,43,12,1603,138448,7,4,4,4,8,10,3,1,8,10,4,Female,Tier 2,Store,51+,Low,140051,0.011,30.2
33,147826,4.7,8,2.2,5,6,20,14,143038,82200,7,2,5,5,1,4,2,10,10,9,6,Other,Tier 3,Store,26-35,Medium,225238,0.635,20.4
23,41745,5.6,2,3.4,1,5,15,8,91080,6203,3,7,5,10,6,10,9,3,3,5,9,Female,Tier 1,Online,18-25,Low,97283,0.936,17.2
25,87914,5.7,12,4.3,1,4,19,16,51997,85896,9,6,4,9,7,4,3,3,1,9,10,Female,Tier 2,Store,18-25,Medium,137893,0.377,16.4
42,201905,10.3,3,4.0,2,8,49,3,77997,20610,7,1,1,10,5,6,9,2,9,8,2,Other,Tier 2,Online,36-50,High,98607,0.791,30.6
35,166212,6.8,8,3.8,2,2,45,13,83143,111136,9,8,7,2,3,4,2,2,6,5,9,Other,Tier 1,Store,26-35,High,194279,0.428,17.6
42,220979,5.1,4,1.1,8,10,46,9,69095,79935,9,5,7,9,1,8,5,2,10,7,10,Female,Tier 1,Store,36-50,High,149030,0.464,28.2
29,75653,6.3,4,4.2,10,5,39,4,120133,138978,7,9,5,8,10,8,3,7,3,8,10,Male,Tier 3,Store,26-35,Medium,259111,0.464,27.6
32,238607,2.9,2,1.6,4,8,23,11,56592,143355,5,1,4,3,2,8,7,6,8,1,6,Other,Tier 2,Store,26-35,High,199947,0.283,17.8
76,207593,5.9,11,0.2,6,1,46,12,146339,95499,8,1,5,5,10,1,3,8,3,7,1,Female,Tier 2,Store,51+,High,241838,0.605,18.8
43,93315,3.8,10,1.4,2,3,20,3,38437,67852,10,0,6,9,10,6,10,1,9,3,7,Female,Tier 2,Store,36-50,Medium,106289,0.362,12.6
58,46075,2.3,12,2.4,1,7,43,12,139132,119140,3,3,1,5,2,9,2,1,6,7,4,Other,Tier 2,Store,51+,Low,258272,0.539,12.6
62,176769,10.0,13,0.0,7,10,30,4,12397,79576,6,4,3,1,2,2,9,5,7,7,6,Male,Tier 2,Store,51+,High,91973,0.135,37.0
43,200616,5.9,1,3.4,4,5,49,0,58657,90529,8,8,3,8,7,10,1,3,7,10,8,Male,Tier 2,Store,36-50,High,149186,0.393,20.8
64,24795,4.5,7,3.6,4,10,9,3,125049,106995,3,8,2,9,10,3,3,8,4,7,9,Male,Tier 1,Store,51+,Low,232044,0.539,23.0
49,79555,2.6,14,2.0,2,9,19,0,102200,78570,9,1,5,2,6,9,10,2,8,3,9,Other,Tier 2,Store,36-50,Medium,180770,0.565,16.2
27,198276,5.6,4,1.0,9,1,13,17,88914,37797,2,6,7,10,1,10,8,5,8,10,2,Other,Tier 3,Store,26-35,High,126711,0.702,21.2
33,215826,5.7,6,3.7,2,7,18,12,114901,21709,1,5,1,7,10,3,2,1,8,1,9,Female,Tier 3,Hybrid,26-35,High,136610,0.841,20.4
24,210932,7.5,8,1.3,5,10,29,14,75204,87584,10,4,2,10,2,5,8,2,1,9,4,Female,Tier 3,Store,18-25,High,162788,0.462,30.0
34,118107,4.1,11,0.4,6,6,15,8,137869,19205,6,3,5,3,5,5,2,8,1,6,4,Female,Tier 1,Store,26-35,Medium,157074,0.878,20.2
40,66529,4.9,7,2.4,3,10,21,8,51301,128940,6,5,7,2,2,1,1,1,7,2,7,Female,Tier 3,Store,36-50,Medium,180241,0.285,22.8
43,157744,4.2,13,2.5,3,4,19,9,22009,68790,4,9,4,10,10,6,7,1,7,10,1,Male,Tier 1,Store,36-50,High,90799,0.242,15.4
38,200310,5.6,14,2.9,6,10,5,2,93267,76175,2,1,4,2,3,10,7,1,7,5,1,Female,Tier 3,Store,36-50,High,169442,0.55,27.2
39,242650,2.0,7,3.5,5,10,44,3,12244,27972,3,3,3,2,1,8,7,7,1,3,9,Other,Tier 3,Hybrid,36-50,High,40216,0.304,19.0
75,182022,4.4,6,3.7,5,6,42,4,115758,115350,2,0,5,10,2,4,4,6,7,4,2,Female,Tier 3,Store,51+,High,231108,0.501,19.8
24,26009,7.3,11,0.9,5,10,32,11,43975,69516,4,5,5,1,2,5,10,3,10,2,10,Female,Tier 3,Store,18-25,Low,113491,0.387,29.6
31,193168,3.5,4,0.0,9,9,40,5,121314,81205,10,8,1,10,1,2,10,2,3,8,7,Male,Tier 1,Store,26-35,High,202519,0.599,25.0
32,165616,8.0,4,3.1,8,9,18,5,112431,32598,8,4,2,7,9,1,6,5,1,5,1,Male,Tier 3,Store,26-35,High,145029,0.775,33.0
70,201800,7.7,9,2.6,4,2,4,7,86430,54089,2,8,2,2,8,3,3,5,1,10,1,Other,Tier 1,Store,51+,High,140519,0.615,21.4
24,44381,7.9,11,1.9,6,9,6,18,10394,72804,7,7,2,9,6,6,2,7,8,5,7,Male,Tier 3,Store,18-25,Low,83198,0.125,30.8
26,142769,6.0,5,2.3,5,2,33,19,73614,52268,4,7,3,8,7,2,3,8,1,1,2,Female,Tier 2,Store,26-35,Medium,125882,0.585,19.0
68,171359,5.8,9,1.4,6,6,19,19,3029,69534,6,5,5,7,9,9,5,6,10,3,10,Other,Tier 3,Store,51+,High,72563,0.042,23.6
65,79610,6.6,11,4.7,8,7,14,10,127851,138340,1,7,6,5,1,7,9,7,5,3,2,Male,Tier 3,Store,51+,Medium,266191,0.48,28.2
25,83122,8.6,12,0.0,6,9,37,10,49720,10402,1,3,1,6,6,9,10,10,1,10,5,Male,Tier 1,Online,18-25,Medium,60122,0.827,32.2
67,83184,8.5,9,3.1,6,6,0,14,71741,83831,7,1,4,6,5,6,5,3,7,1,7,Other,Tier 1,Store,51+,Medium,155572,0.461,29.0
76,186153,2.7,4,0.8,2,8,4,3,562,107404,7,6,2,8,4,10,10,8,10,6,1,Male,Tier 2,Store,51+,High,107966,0.005,15.4
40,229709,4.3,2,1.6,7,10,33,12,63123,28700,7,3,4,3,1,6,4,2,1,9,10,Male,Tier 1,Online,36-50,High,91823,0.687,25.6
46,191384,3.9,2,1.9,3,3,20,9,29339,28401,3,9,2,4,6,3,9,6,3,2,9,Male,Tier 1,Store,36-50,High,57740,0.508,13.8
35,102228,7.5,9,1.2,7,10,13,13,74907,51791,6,9,7,1,8,6,10,9,10,4,8,Other,Tier 3,Store,26-35,Medium,126698,0.591,32.0
48,87943,4.6,9,2.2,5,6,16,4,105039,126535,10,5,6,8,9,1,6,6,8,9,7,Other,Tier 3,Store,36-50,Medium,231574,0.454,20.2
47,228862,5.6,3,0.0,4,2,11,16,24329,9533,8,0,2,9,8,6,8,7,3,7,5,Female,Tier 3,Store,36-50,High,33862,0.718,17.2
69,95770,9.4,5,0.5,10,1,26,19,117557,131729,8,3,3,10,2,1,6,5,7,6,3,Other,Tier 2,Store,51+,Medium,249286,0.472,29.8
56,67726,8.2,5,0.1,1,6,5,6,25102,32359,8,3,3,9,1,9,4,5,6,6,6,Female,Tier 2,Store,51+,Medium,57461,0.437,23.4
52,168283,8.8,2,0.9,8,3,38,14,124780,5999,10,1,1,7,6,2,1,4,5,2,6,Female,Tier 3,Online,51+,High,130779,0.954,28.6
35,175552,4.6,2,1.5,2,5,47,18,59030,31003,7,7,4,3,7,1,8,3,5,3,8,Female,Tier 1,Store,26-35,High,90033,0.656,16.2
76,62780,1.0,10,2.5,10,6,24,15,103960,112146,4,3,7,2,8,6,3,2,4,9,7,Male,Tier 1,Store,51+,Medium,216106,0.481,18.0
59,203210,5.2,12,1.7,8,10,26,6,28134,147253,5,9,1,8,10,6,3,3,9,9,3,Female,Tier 2,Store,51+,High,175387,0.16,28.4
56,236454,3.1,13,1.4,7,6,44,4,109654,28157,6,3,7,2,5,9,1,9,10,6,6,Other,Tier 1,Store,51+,High,137811,0.796,19.2
34,57503,2.1,1,1.8,3,10,1,16,96637,7523,1,5,4,9,5,9,4,1,5,3,3,Female,Tier 3,Online,26-35,Medium,104160,0.928,17.2
31,72893,8.3,2,1.6,7,7,21,3,92551,1694,2,3,7,1,2,9,7,8,7,6,8,Male,Tier 3,Online,26-35,Medium,94245,0.982,30.6
48,192265,4.2,14,2.0,1,7,31,15,53423,75662,6,0,4,8,5,2,7,7,8,3,5,Other,Tier 2,Store,36-50,High,129085,0.414,16.4
41,76358,4.4,11,2.1,5,6,16,18,111613,27073,3,2,5,8,9,3,1,2,6,2,3,Male,Tier 2,Store,36-50,Medium,138686,0.805,19.8
52,95857,5.3,7,1.5,2,1,36,3,33809,13944,3,7,7,5,6,10,4,7,7,8,3,Female,Tier 1,Hybrid,51+,Medium,47753,0.708,13.6
61,224254,9.3,1,0.5,2,8,1,5,110723,72758,4,1,6,9,4,1,5,3,4,9,6,Female,Tier 2,Store,51+,High,183481,0.603,28.6
77,135457,5.7,1,2.4,3,10,25,13,82420,120724,1,7,6,1,9,9,3,5,6,9,1,Female,Tier 3,Store,51+,Medium,203144,0.406,24.4
62,168189,7.9,9,3.6,7,4,32,19,138490,116002,5,5,3,2,1,5,10,8,7,8,5,Female,Tier 2,Store,51+,High,254492,0.544,26.8
51,205128,5.4,13,1.1,2,1,0,12,82716,15123,8,8,3,4,1,2,6,10,2,6,1,Male,Tier 1,Store,51+,High,97839,0.845,13.8
20,132928,2.8,2,2.4,4,10,39,13,142135,101532,8,1,7,6,7,5,6,7,1,4,4,Other,Tier 2,Store,18-25,Medium,243667,0.583,19.6
54,73706,3.6,11,1.9,4,2,42,6,86005,120572,7,0,4,1,6,4,4,6,1,3,10,Male,Tier 2,Store,51+,Medium,206577,0.416,13.2
60,216501,6.0,4,3.3,1,3,43,2,141060,13182,7,1,5,5,8,6,9,3,8,6,10,Female,Tier 1,Online,51+,High,154242,0.915,16.0
57,155548,6.2,11,1.4,7,6,35,2,48091,87679,4,4,4,5,4,5,8,8,5,9,3,Male,Tier 1,Store,51+,High,135770,0.354,25.4
43,97806,7.1,3,2.2,4,2,38,17,149372,12401,9,6,5,3,4,5,5,3,5,1,5,Female,Tier 1,Online,36-50,Medium,161773,0.923,20.2
72,70006,7.1,14,2.3,1,2,24,15,137342,129644,6,6,6,6,10,8,1,1,7,2,3,Male,Tier 2,Store,51+,Medium,266986,0.514,17.2
40,102238,7.8,11,2.8,3,6,12,0,26399,92823,2,8,7,10,7,4,4,6,5,8,8,Male,Tier 3,Store,36-50,Medium,119222,0.221,24.6
61,215990,4.5,4,1.1,8,4,38,13,80966,57813,5,4,7,2,4,1,8,7,7,1,7,Other,Tier 1,Store,51+,High,138779,0.583,21.0
56,209227,9.7,11,2.9,4,5,35,17,98747,134417,7,8,5,1,4,2,4,3,4,10,10,Male,Tier 3,Store,51+,High,233164,0.424,28.4
32,213393,9.8,14,1.8,1,8,11,19,116910,74652,8,7,6,1,1,3,4,4,8,2,6,Female,Tier 2,Store,26-35,High,191562,0.61,28.6
73,60798,5.0,11,3.2,7,3,20,15,64175,96420,7,7,5,8,6,10,8,9,4,8,6,Female,Tier 1,Store,51+,Medium,160595,0.4,20.0
66,92271,4.4,7,2.0,8,5,22,18,81940,86442,10,4,4,9,5,8,4,9,5,8,1,Other,Tier 1,Store,51+,Medium,168382,0.487,21.8
21,45177,2.4,10,4.1,5,1,17,1,56747,114835,3,4,1,1,3,10,8,10,8,1,7,Other,Tier 2,Store,18-25,Low,171582,0.331,10.8
46,242320,6.3,14,0.4,9,10,12,8,35957,4461,5,1,6,10,10,9,3,8,7,10,1,Other,Tier 3,Online,36-50,High,40418,0.89,31.6
